task_id,n_train,n_test,n_test_with_output,input_height_max,input_width_max,input_cells_max,output_height_max,output_width_max,output_cells_max,n_input_colours,n_output_colours,introduces_colours,removes_colours,objects_input_mean,objects_output_mean,size_relation,output_shape_varies,few_demonstrations,large_grid,split
0bb8deee,3,1,0,16,13,195,6,6,36,8,7,False,True,10.0,8.333,smaller,False,False,False,kaggle_test
0becf7df,3,1,0,10,10,100,10,10,100,9,9,False,False,9.5,9.0,same,False,False,False,kaggle_test
0c786b71,3,1,0,3,4,12,6,8,48,8,8,False,False,6.75,16.667,larger,False,False,False,kaggle_test
0c9aba6e,4,1,0,13,4,52,6,4,24,4,2,True,True,9.6,3.5,smaller,False,False,False,kaggle_test
0ca9ddb6,3,1,0,9,9,81,9,9,81,5,7,True,False,3.75,14.0,same,False,False,False,kaggle_test
0d3d703e,4,1,0,3,3,9,3,3,9,8,8,False,False,3.0,3.0,same,False,False,False,kaggle_test
0d87d2a6,3,1,0,23,25,575,20,20,400,3,3,False,False,10.75,4.333,same,True,False,True,kaggle_test
0e206a2e,3,1,0,24,19,456,16,18,252,7,6,False,True,14.75,8.667,same,True,False,True,kaggle_test
0e671a1a,4,1,0,13,13,169,13,13,169,4,5,True,False,3.0,4.5,same,False,False,False,kaggle_test
0f63c0b9,4,1,0,15,15,225,15,15,225,8,8,False,False,3.4,3.25,same,False,False,False,kaggle_test
103eff5b,2,1,0,24,26,416,24,13,312,6,5,False,True,6.333,10.0,same,True,True,True,kaggle_test
10fcaaa3,4,1,0,6,5,30,10,8,64,6,6,True,True,1.8,15.5,larger,True,False,False,kaggle_test
11852cab,3,1,0,10,10,100,10,10,100,6,6,False,False,10.0,13.0,same,False,False,False,kaggle_test
1190bc91,3,1,0,10,10,100,10,10,100,10,10,False,False,7.0,42.0,same,True,False,False,kaggle_test
1190e5a7,3,1,0,27,27,729,6,5,30,5,2,False,True,15.75,1.0,smaller,True,False,True,kaggle_test
11dc524f,3,1,0,13,13,169,13,13,169,3,3,False,False,3.75,4.333,same,False,False,False,kaggle_test
11e1fe23,2,1,0,12,14,168,12,12,132,7,7,True,True,3.0,7.0,same,True,True,False,kaggle_test
12422b43,5,1,0,13,7,78,13,7,78,9,9,False,False,5.333,9.2,same,True,False,False,kaggle_test
12997ef3,4,2,0,11,14,154,9,9,27,8,6,False,True,4.5,4.5,smaller,True,False,False,kaggle_test
12eac192,4,1,0,9,8,72,9,8,72,5,6,True,False,13.2,9.5,same,True,False,False,kaggle_test
13713586,3,1,0,19,18,342,17,17,289,8,8,False,False,4.25,4.0,same,True,False,False,kaggle_test
137eaa0f,3,1,0,11,11,121,3,3,9,10,9,False,True,8.0,5.0,smaller,False,False,False,kaggle_test
137f0df0,3,1,0,10,10,100,10,10,100,2,4,True,False,8.25,13.333,same,False,False,False,kaggle_test
13f06aa5,3,1,0,15,17,255,15,14,180,7,7,True,True,5.0,9.0,same,True,False,False,kaggle_test
140c817e,3,1,0,14,14,196,13,13,169,4,6,True,False,4.25,35.667,same,True,False,False,kaggle_test
14754a24,4,1,0,19,19,361,18,19,342,3,4,True,False,44.2,48.0,same,True,False,False,kaggle_test
1478ab18,3,1,0,8,8,64,8,8,64,2,3,True,False,5.0,8.667,same,False,False,False,kaggle_test
14b8e18c,3,1,0,10,10,100,10,10,100,3,4,True,False,6.25,18.333,same,False,False,False,kaggle_test
150deff5,3,1,0,9,11,99,9,11,99,2,3,True,True,1.25,5.0,same,True,False,False,kaggle_test
15113be4,3,1,0,23,23,529,23,23,529,7,6,False,True,57.75,67.667,same,False,False,True,kaggle_test
15660dd6,2,1,0,25,29,638,6,27,162,10,8,False,True,43.0,17.5,smaller,True,True,True,kaggle_test
15663ba9,3,1,0,15,16,240,14,16,224,4,6,True,False,2.5,37.0,same,True,False,False,kaggle_test
15696249,4,1,0,3,3,9,9,9,81,5,6,True,False,4.8,12.75,larger,False,False,False,kaggle_test
17829a00,2,1,0,16,16,256,16,16,256,7,5,False,True,16.0,9.0,same,False,True,False,kaggle_test
178fcbfb,3,1,0,12,11,132,10,11,110,4,4,False,False,4.5,7.667,same,True,False,False,kaggle_test
17b80ad2,4,1,0,17,17,289,17,17,289,10,10,False,False,21.8,13.5,same,True,False,False,kaggle_test
17b866bd,2,2,0,21,21,336,16,21,336,5,5,False,False,4.25,3.0,same,True,True,True,kaggle_test
17cae0c1,4,1,0,3,9,27,3,9,27,2,5,True,True,3.2,3.0,same,False,False,False,kaggle_test
18286ef8,3,1,0,19,19,361,15,15,225,10,9,False,True,17.5,16.667,same,True,False,False,kaggle_test
182e5d0f,3,1,0,14,14,196,13,13,169,4,4,False,False,9.0,6.667,same,True,False,False,kaggle_test
18419cfa,3,1,0,28,26,728,24,22,384,3,3,False,False,6.0,4.667,same,True,False,True,kaggle_test
18447a8d,3,1,0,17,11,187,17,11,187,9,8,False,True,7.5,7.0,same,True,False,False,kaggle_test
184a9768,3,1,0,25,26,650,21,23,483,9,7,False,True,17.0,6.333,same,True,False,True,kaggle_test
195ba7dc,4,1,0,5,13,65,5,6,30,3,2,True,True,9.2,2.0,smaller,False,False,False,kaggle_test
1990f7a8,3,1,0,23,23,529,7,7,49,2,2,False,False,8.5,9.0,smaller,False,False,True,kaggle_test
19bb5feb,3,1,0,16,16,240,2,2,4,8,6,False,True,4.0,2.667,smaller,False,False,False,kaggle_test
1a07d186,3,1,0,19,26,494,18,19,342,6,6,False,False,8.75,1.667,same,True,False,True,kaggle_test
1a244afd,3,1,0,16,16,256,16,16,256,3,3,True,True,9.5,7.0,same,True,False,False,kaggle_test
1a2e2828,5,1,0,11,13,143,1,1,1,9,4,False,True,8.167,1.0,smaller,False,False,False,kaggle_test
1a6449f1,3,1,0,27,25,675,8,10,80,10,10,False,False,114.25,13.667,smaller,True,False,True,kaggle_test
1acc24af,4,1,0,12,12,144,12,12,144,3,4,True,False,4.4,4.25,same,False,False,False,kaggle_test
1b2d62fb,5,1,0,5,7,35,5,3,15,3,2,True,True,6.0,1.8,smaller,False,False,False,kaggle_test
1b59e163,2,1,0,18,18,324,18,18,324,7,6,False,True,17.333,12.0,same,False,True,False,kaggle_test
1b60fb0c,3,1,0,10,10,100,10,10,100,2,3,True,False,1.0,2.0,same,False,False,False,kaggle_test
1b8318e3,3,1,0,15,15,225,15,15,225,10,10,False,False,12.75,12.333,same,True,False,False,kaggle_test
1be83260,2,2,0,27,27,729,23,11,253,7,5,False,True,10.5,22.0,smaller,True,True,True,kaggle_test
1bfc4729,2,1,0,10,10,100,10,10,100,7,5,False,True,2.0,2.0,same,False,True,False,kaggle_test
1c02dbbe,3,1,0,15,15,225,15,15,225,8,7,False,True,8.5,3.333,same,False,False,False,kaggle_test
1c0d0a4b,3,1,0,13,13,169,9,13,117,2,2,True,True,10.25,10.0,same,True,False,False,kaggle_test
1c56ad9f,4,1,0,15,15,225,15,15,225,6,5,False,True,1.0,15.0,same,True,False,False,kaggle_test
1c786137,3,1,0,23,21,483,8,10,80,9,8,False,True,121.5,19.667,smaller,True,False,True,kaggle_test
1caeab9d,3,1,0,10,10,100,10,10,100,4,4,False,False,3.75,3.0,same,True,False,False,kaggle_test
1cf80156,3,1,0,12,12,144,5,5,16,5,4,False,True,1.0,1.0,smaller,True,False,False,kaggle_test
1d0a4b61,3,1,0,25,25,625,25,25,625,7,5,False,True,219.0,271.667,same,False,False,True,kaggle_test
1d398264,3,2,0,20,20,400,20,20,400,10,9,False,True,5.8,21.333,same,True,False,False,kaggle_test
1d61978c,2,1,0,16,16,256,16,16,256,2,3,True,True,21.0,28.5,same,False,True,False,kaggle_test
1da012fc,2,1,0,19,25,475,19,22,418,8,6,False,True,9.667,8.0,same,True,True,True,kaggle_test
1e0a9b12,3,1,0,6,6,36,6,6,36,10,9,False,True,6.0,4.0,same,True,False,False,kaggle_test
1e32b0e9,3,1,0,17,17,289,17,17,289,7,5,False,True,9.5,24.667,same,False,False,False,kaggle_test
1e5d6875,2,1,0,16,16,256,8,8,64,3,5,True,False,8.667,8.0,same,False,True,False,kaggle_test
1e81d6f9,3,1,0,15,15,225,15,15,225,10,10,False,False,27.5,22.333,same,False,False,False,kaggle_test
1efba499,3,1,0,12,14,168,12,14,168,10,9,False,True,10.5,13.667,same,True,False,False,kaggle_test
1f0c79e5,4,1,0,9,9,81,9,9,81,7,5,False,True,2.4,1.0,same,False,False,False,kaggle_test
1f642eb9,3,1,0,10,10,100,10,10,100,9,9,False,False,6.25,10.333,same,False,False,False,kaggle_test
1f85a75f,2,1,0,30,30,900,5,3,15,7,3,False,True,79.0,1.0,smaller,True,True,True,kaggle_test
1f876c06,3,1,0,10,10,100,10,10,100,8,8,False,False,8.0,16.667,same,False,False,False,kaggle_test
1fad071e,3,1,0,9,9,81,1,5,5,3,2,False,True,10.5,1.0,smaller,False,False,False,kaggle_test
2013d3e2,2,1,0,10,10,100,3,3,9,9,9,False,False,13.0,5.5,smaller,False,True,False,kaggle_test
2037f2c7,3,1,0,25,25,625,4,8,32,7,2,True,True,22.0,2.0,smaller,True,False,True,kaggle_test
2072aba6,3,1,0,3,3,9,6,6,36,2,3,True,True,1.5,17.333,larger,False,False,False,kaggle_test
20818e16,3,1,0,16,16,256,8,9,64,8,7,False,True,4.25,3.333,smaller,True,False,False,kaggle_test
20981f0e,3,1,0,17,19,247,17,19,247,3,3,False,False,16.25,15.667,same,True,False,False,kaggle_test
20fb2937,2,1,0,20,11,220,13,11,143,10,7,False,True,16.333,10.5,smaller,False,True,False,kaggle_test
212895b5,3,1,0,21,23,483,20,20,400,3,5,True,False,31.75,48.0,same,True,False,True,kaggle_test
21f83797,2,1,0,13,13,169,13,13,169,2,3,True,False,2.0,2.0,same,False,True,False,kaggle_test
2204b7a8,3,1,0,10,10,100,10,10,100,9,7,False,True,7.75,6.667,same,False,False,False,kaggle_test
22168020,3,1,0,10,10,100,10,10,100,7,6,False,True,10.5,1.667,same,False,False,False,kaggle_test
22208ba4,4,1,0,22,30,330,22,17,330,8,6,False,True,5.0,4.5,same,True,False,True,kaggle_test
22233c11,3,1,0,10,10,100,10,10,100,2,3,True,False,2.5,5.333,same,False,False,False,kaggle_test
22425bda,4,1,0,16,16,256,1,5,5,9,8,False,True,23.4,3.25,smaller,True,False,False,kaggle_test
22806e14,3,1,0,16,16,256,16,16,256,6,5,False,True,10.0,9.667,same,False,False,False,kaggle_test
2281f1f4,3,1,0,10,10,100,10,10,100,2,3,True,False,6.25,13.667,same,False,False,False,kaggle_test
228f6490,3,1,0,10,10,100,10,10,100,9,9,False,False,8.5,7.667,same,False,False,False,kaggle_test
22a4bbc2,4,1,0,22,5,95,20,5,95,3,4,True,False,12.2,11.25,same,True,False,True,kaggle_test
22eb0ac0,3,1,0,10,10,100,10,10,100,9,9,False,False,9.0,7.667,same,False,False,False,kaggle_test
230f2e48,3,1,0,16,16,256,12,12,144,4,4,False,False,10.25,7.0,same,True,False,False,kaggle_test
234bbc79,4,1,0,3,11,33,3,9,27,7,6,False,True,7.6,2.75,smaller,True,False,False,kaggle_test
23581191,2,1,0,9,9,81,9,9,81,3,4,True,False,2.0,8.0,same,False,True,False,kaggle_test
239be575,6,2,0,8,7,48,1,1,1,3,2,False,True,8.875,0.5,smaller,False,False,False,kaggle_test
23b5c85d,5,1,0,20,20,400,3,4,12,8,5,False,True,3.333,1.0,smaller,True,False,False,kaggle_test
25094a63,2,1,0,30,30,900,30,30,900,5,6,True,False,465.667,497.0,same,False,True,True,kaggle_test
252143c9,2,1,0,13,13,169,11,11,121,10,3,False,True,28.0,3.0,same,True,True,False,kaggle_test
253bf280,8,1,0,12,13,156,12,13,132,2,3,True,False,3.333,4.0,same,True,False,False,kaggle_test
2546ccf6,2,1,0,26,23,598,19,19,342,7,6,False,True,12.0,13.0,same,True,True,True,kaggle_test
256b0a75,3,1,0,25,26,650,23,24,529,10,10,False,False,21.5,21.667,same,True,False,True,kaggle_test
25c199f5,5,2,0,5,17,85,5,5,25,4,3,False,True,8.571,5.0,smaller,False,False,False,kaggle_test
25d487eb,3,1,0,16,15,180,15,15,180,6,5,False,True,2.0,3.0,same,True,False,False,kaggle_test
25d8a9c8,4,1,0,3,3,9,3,3,9,8,2,True,True,4.4,1.0,same,False,False,False,kaggle_test
25e02866,2,1,0,18,18,324,5,5,25,7,5,False,True,7.0,4.0,smaller,True,True,False,kaggle_test
25ff71a9,4,2,0,3,3,9,3,3,9,3,3,False,False,1.0,1.0,same,False,False,False,kaggle_test
2601afb7,3,1,0,11,11,121,11,11,121,9,8,False,True,5.0,5.0,same,True,False,False,kaggle_test
264363fd,3,1,0,30,30,900,30,30,900,7,7,False,False,12.25,27.333,same,False,False,True,kaggle_test
2685904e,6,1,0,10,10,100,10,10,100,10,10,False,False,10.0,12.5,same,False,False,False,kaggle_test
2697da3f,4,1,0,9,10,80,15,15,225,2,2,False,False,2.6,7.0,larger,True,False,False,kaggle_test
272f95fa,2,1,0,18,19,342,18,19,342,2,7,True,False,1.0,6.0,same,True,True,False,kaggle_test
2753e76c,3,1,0,16,16,256,4,5,20,6,6,False,False,9.5,3.667,smaller,True,False,False,kaggle_test
278e5215,3,1,0,18,18,324,10,8,70,9,6,False,True,6.5,15.333,smaller,True,False,False,kaggle_test
27a28665,7,3,0,3,3,9,1,1,1,7,4,True,True,3.0,1.0,smaller,False,False,False,kaggle_test
27a77e38,3,1,0,9,9,81,7,7,49,10,10,False,False,17.0,12.0,same,True,False,False,kaggle_test
27f8ce4f,4,1,0,3,3,9,9,9,81,9,10,True,False,6.2,21.5,larger,False,False,False,kaggle_test
281123b4,6,1,0,4,19,76,4,4,16,6,5,False,True,12.714,8.333,smaller,False,False,False,kaggle_test
28bf18c6,3,1,0,8,8,64,3,6,18,5,4,False,True,1.5,2.667,smaller,False,False,False,kaggle_test
28e73c20,5,1,0,18,18,324,15,15,225,1,2,True,False,0.0,1.0,same,True,False,False,kaggle_test
292dd178,3,1,0,11,15,165,11,10,110,5,5,True,True,3.25,4.667,same,True,False,False,kaggle_test
29623171,3,1,0,11,11,121,11,11,121,6,5,False,True,11.5,2.333,same,False,False,False,kaggle_test
29700607,3,1,0,15,15,225,15,15,225,7,7,False,False,5.5,3.0,same,True,False,False,kaggle_test
29c11459,2,1,0,5,11,55,5,11,55,9,6,True,True,2.667,3.0,same,False,True,False,kaggle_test
2a28add5,2,1,0,10,10,100,10,10,100,10,2,False,True,36.667,5.0,same,False,True,False,kaggle_test
2a5f8217,3,1,0,13,13,169,11,11,121,9,6,False,True,6.5,5.333,same,True,False,False,kaggle_test
2b01abd0,3,1,0,14,16,224,14,12,154,8,8,False,False,5.25,8.333,same,True,False,False,kaggle_test
2b9ef948,3,2,0,30,30,900,30,30,900,8,4,False,True,5.0,43.0,same,True,False,True,kaggle_test
2bcee788,4,1,0,10,10,100,10,10,100,7,5,True,True,2.0,2.0,same,False,False,False,kaggle_test
2bee17df,3,1,0,14,14,196,12,12,144,3,4,True,False,2.0,3.0,same,True,False,False,kaggle_test
2c0b0aff,4,1,0,24,24,576,8,11,88,3,2,False,True,36.8,9.75,smaller,True,False,True,kaggle_test
2c608aff,4,1,0,19,21,399,14,18,252,6,6,False,False,6.0,4.75,same,True,False,True,kaggle_test
2c737e39,3,1,0,12,12,144,12,12,144,8,7,False,True,6.0,9.0,same,True,False,False,kaggle_test
2ccd9fef,2,2,0,24,27,297,8,11,88,6,5,False,True,38.0,14.0,smaller,True,True,True,kaggle_test
2dc579da,3,1,0,13,13,169,5,5,25,6,4,False,True,5.75,2.0,smaller,True,False,False,kaggle_test
2dd70a9a,3,1,0,20,20,400,20,20,400,4,4,False,False,25.25,27.0,same,True,False,False,kaggle_test
2de01db2,3,1,0,3,10,30,3,10,30,7,4,False,True,10.0,7.0,same,False,False,False,kaggle_test
2dee498d,3,1,0,5,15,75,4,4,16,6,6,False,False,13.75,6.0,smaller,True,False,False,kaggle_test
2e65ae53,2,1,0,28,28,784,22,22,484,9,7,False,True,8.667,20.0,same,False,True,True,kaggle_test
2f0c5170,3,1,0,21,23,462,9,9,81,6,5,False,True,4.25,2.333,smaller,True,False,True,kaggle_test
2f767503,3,1,0,14,13,168,14,13,168,4,4,False,False,16.0,14.667,same,True,False,False,kaggle_test
2faf500b,3,1,0,19,19,361,16,16,256,3,2,False,True,18.75,5.333,same,True,False,False,kaggle_test
305b1341,3,1,0,20,20,400,20,20,400,9,8,False,True,39.25,37.667,same,False,False,False,kaggle_test
30f42897,3,1,0,7,14,70,7,10,70,5,4,False,True,2.0,5.333,same,True,False,False,kaggle_test
310f3251,5,1,0,5,5,25,15,15,225,7,7,True,True,1.5,23.4,larger,True,False,False,kaggle_test
3194b014,3,1,0,20,20,400,3,3,9,10,3,False,True,97.75,1.0,smaller,False,False,False,kaggle_test
319f2597,3,1,0,20,20,400,20,20,400,10,10,False,False,312.5,264.667,same,False,False,False,kaggle_test
31aa019c,3,1,0,10,10,100,10,10,100,10,5,False,True,21.75,2.0,same,False,False,False,kaggle_test
31adaf00,3,1,0,10,10,100,10,10,100,2,3,True,False,14.5,19.333,same,False,False,False,kaggle_test
31d5ba1a,5,2,0,6,5,30,3,5,15,3,2,True,True,5.571,2.6,smaller,False,False,False,kaggle_test
320afe60,3,2,0,22,26,572,22,22,484,2,3,True,True,6.0,7.0,same,True,False,True,kaggle_test
321b1fc6,2,1,0,10,10,100,10,10,100,7,5,False,True,6.0,9.0,same,False,True,False,kaggle_test
32597951,3,1,0,17,17,289,17,17,289,3,4,True,False,75.0,69.0,same,False,False,False,kaggle_test
32e9702f,3,1,0,10,10,100,8,8,64,5,4,True,True,2.5,3.0,same,True,False,False,kaggle_test
33067df9,4,1,0,9,9,81,26,26,676,7,5,False,True,7.6,5.25,larger,False,False,True,kaggle_test
332202d5,3,1,0,16,16,256,16,16,256,10,9,False,True,20.5,20.333,same,False,False,False,kaggle_test
332efdb3,3,1,0,11,11,121,9,9,81,1,2,True,False,0.0,1.0,same,True,False,False,kaggle_test
3345333e,2,1,0,16,16,256,16,16,256,7,3,False,True,4.0,1.0,same,False,True,False,kaggle_test
337b420f,4,2,0,5,17,85,5,5,25,10,8,False,True,9.667,4.75,smaller,False,False,False,kaggle_test
3391f8c0,4,1,0,11,17,154,11,17,153,8,6,False,True,7.6,6.5,same,True,False,False,kaggle_test
33b52de3,2,1,0,23,23,529,23,23,529,7,6,False,True,25.0,23.5,same,False,True,True,kaggle_test
3428a4f5,4,2,0,13,5,65,6,5,30,3,2,True,True,9.0,3.0,smaller,False,False,False,kaggle_test
342ae2ed,3,1,0,16,16,256,16,16,256,9,8,False,True,8.5,22.333,same,False,False,False,kaggle_test
342dd610,4,1,0,16,16,256,10,10,100,5,5,False,False,4.4,2.75,same,False,False,False,kaggle_test
3490cc26,4,1,0,26,28,728,26,28,728,3,4,True,False,8.8,13.5,same,True,False,True,kaggle_test
34b99a2b,4,1,0,5,9,45,5,4,20,4,2,True,True,7.2,1.75,smaller,False,False,False,kaggle_test
34cfa167,2,2,0,30,30,900,24,26,624,7,6,False,True,6.5,20.0,same,True,True,True,kaggle_test
351d6448,2,1,0,15,13,195,3,13,39,5,4,False,True,9.667,1.5,smaller,False,True,False,kaggle_test
358ba94e,4,1,0,17,19,323,5,5,25,6,5,False,True,4.8,1.0,smaller,False,False,False,kaggle_test
3618c87e,3,1,0,5,5,25,5,5,25,3,3,False,False,2.75,5.667,same,False,False,False,kaggle_test
363442ee,3,1,0,9,13,117,9,13,117,10,9,False,True,11.25,28.333,same,False,False,False,kaggle_test
36d67576,3,1,0,14,15,210,13,13,169,5,5,False,False,11.25,17.0,same,False,False,False,kaggle_test
36fdfd69,3,1,0,17,18,306,17,18,306,6,6,True,True,36.0,39.0,same,True,False,False,kaggle_test
37ce87bb,3,1,0,9,15,135,8,11,88,3,4,True,False,4.5,4.667,same,True,False,False,kaggle_test
37d3e8b2,3,1,0,19,18,323,19,17,323,2,5,True,True,5.0,5.0,same,True,False,False,kaggle_test
3906de3d,3,1,0,10,10,100,10,10,100,3,3,False,False,3.25,3.0,same,False,False,False,kaggle_test
396d80d7,2,1,0,16,16,256,16,16,256,6,5,False,True,14.0,39.0,same,False,True,False,kaggle_test
3979b1a8,2,1,0,5,5,25,10,10,100,6,5,False,True,6.0,9.0,larger,False,True,False,kaggle_test
39a8645d,3,1,0,14,14,196,3,3,9,7,3,False,True,14.5,3.0,smaller,False,False,False,kaggle_test
39e1d7f9,3,1,0,29,29,841,27,27,729,6,6,False,False,10.0,15.667,same,True,False,True,kaggle_test
3a301edc,5,1,0,21,21,441,16,19,272,8,7,False,True,2.0,3.0,same,True,False,True,kaggle_test
3aa6fb7a,2,1,0,7,7,49,7,7,49,2,3,True,False,3.0,5.0,same,False,True,False,kaggle_test
3ac3eb23,2,1,0,6,12,72,6,10,60,7,4,False,True,2.0,13.5,same,True,True,False,kaggle_test
3ad05f52,3,1,0,29,28,784,29,28,696,6,5,False,True,5.0,4.333,same,True,False,True,kaggle_test
3af2c5a8,3,1,0,3,4,12,6,8,48,4,3,False,True,2.5,5.667,larger,False,False,False,kaggle_test
3b4c2228,5,2,0,8,8,64,3,3,9,3,2,True,True,6.571,1.8,smaller,False,False,False,kaggle_test
3bd292e8,3,1,0,9,9,81,8,8,64,2,3,True,True,5.5,5.0,same,True,False,False,kaggle_test
3bd67248,3,1,0,15,15,225,15,15,225,5,6,True,True,1.0,9.333,same,True,False,False,kaggle_test
3bdb4ada,2,1,0,11,30,240,8,30,240,6,5,False,True,2.333,2.0,same,True,True,True,kaggle_test
3befdf3e,3,1,0,12,12,144,10,10,100,8,7,False,True,2.5,6.0,same,False,False,False,kaggle_test
3c9b0459,4,1,0,3,3,9,3,3,9,9,7,False,True,4.8,5.0,same,False,False,False,kaggle_test
3cd86f4f,3,3,0,10,9,36,7,12,70,8,8,True,True,8.667,11.333,larger,True,False,False,kaggle_test
3d31c5b3,6,1,0,12,6,72,3,6,18,5,5,False,False,12.429,7.5,smaller,False,False,False,kaggle_test
3d588dc9,2,1,0,16,16,256,16,16,256,8,8,True,True,4.333,5.5,same,False,True,False,kaggle_test
3d6c6e23,3,1,0,30,13,300,21,13,208,6,4,False,True,6.0,1.667,same,True,False,True,kaggle_test
3de23699,4,1,0,18,19,342,4,8,32,6,5,False,True,6.8,2.25,smaller,True,False,False,kaggle_test
3e980e27,4,1,0,13,13,169,13,13,169,6,6,False,False,7.2,10.5,same,False,False,False,kaggle_test
3eda0437,4,1,0,4,30,96,4,30,90,3,4,True,False,8.6,9.5,same,True,False,True,kaggle_test
3ee1011a,3,1,0,24,29,667,8,8,64,8,7,False,True,3.5,3.333,smaller,True,False,True,kaggle_test
3f23242b,2,1,0,17,19,323,16,16,256,2,5,True,False,2.0,10.5,same,True,True,False,kaggle_test
3f7978a0,3,1,0,14,13,182,6,7,35,3,3,False,False,16.0,7.667,smaller,True,False,False,kaggle_test
4093f84a,3,1,0,14,14,196,14,14,196,6,2,False,True,10.25,1.0,same,False,False,False,kaggle_test
40f6cd08,3,1,0,30,30,900,30,30,900,7,7,False,False,6.0,8.667,same,True,False,True,kaggle_test
412b6263,3,1,0,9,10,56,19,11,171,3,4,True,False,5.0,23.0,larger,True,False,False,kaggle_test
414297c0,3,1,0,26,24,624,12,12,132,8,6,False,True,17.5,11.667,smaller,True,False,True,kaggle_test
41ace6b5,3,1,0,15,15,225,13,13,169,5,6,True,False,28.25,35.667,same,True,False,False,kaggle_test
41e4d17e,2,1,0,15,15,225,15,15,225,2,3,True,False,4.333,20.5,same,False,True,False,kaggle_test
423a55dc,5,1,0,11,13,143,11,13,143,6,5,False,True,1.0,5.0,same,True,False,False,kaggle_test
4258a5f9,2,1,0,9,9,81,9,9,81,2,3,True,False,4.0,6.5,same,False,True,False,kaggle_test
4290ef0e,3,1,0,19,19,361,11,11,121,8,8,False,False,12.25,16.333,smaller,True,False,False,kaggle_test
42918530,4,1,0,25,25,625,25,19,475,9,9,False,False,11.2,10.25,same,True,False,True,kaggle_test
00576224,2,1,1,2,2,4,6,6,36,7,7,False,False,4.0,34.0,larger,False,True,False,github_training
007bbfb7,5,1,1,3,3,9,9,9,81,5,5,False,False,2.0,6.667,larger,False,False,False,github_training
009d5c81,5,1,1,14,14,196,14,14,196,3,4,True,True,4.833,2.833,same,False,False,False,github_training
00d62c1b,5,1,1,20,20,400,20,20,400,2,3,True,False,10.0,13.5,same,True,False,False,github_training
00dbd492,4,1,1,20,20,400,20,20,400,2,5,True,False,4.0,6.0,same,True,False,False,github_training
017c7c7b,3,1,1,6,3,18,9,3,27,2,2,True,True,3.0,4.0,larger,False,False,False,github_training
025d127b,2,1,1,14,10,126,14,10,126,5,5,False,False,6.667,4.333,same,True,True,False,github_training
03560426,3,1,1,10,10,100,10,10,100,8,8,False,False,3.5,3.5,same,False,False,False,github_training
045e512c,3,1,1,21,21,441,21,21,441,8,8,False,False,4.0,9.25,same,False,False,True,github_training
0520fde7,3,1,1,3,7,21,3,3,9,3,2,True,True,6.0,2.0,smaller,False,False,False,github_training
05269061,3,1,1,7,7,49,7,7,49,6,5,False,True,11.0,49.0,same,False,False,False,github_training
05a7bcf2,3,1,1,30,30,900,30,30,900,4,5,True,False,6.0,17.25,same,False,False,True,github_training
05f2a901,3,1,1,14,10,126,14,10,126,3,3,False,False,2.0,2.0,same,True,False,False,github_training
0607ce86,3,1,1,24,22,528,24,22,528,6,6,False,False,65.0,33.0,same,True,False,True,github_training
0692e18c,3,1,1,3,3,9,9,9,81,5,5,False,False,2.0,9.0,larger,False,False,False,github_training
06df4c85,3,1,1,26,26,676,26,26,676,7,7,False,False,7.5,15.5,same,True,False,True,github_training
070dd51e,2,1,1,30,20,600,30,20,600,9,9,False,False,10.0,7.667,same,True,True,True,github_training
08ed6ac7,2,1,1,9,9,81,9,9,81,2,5,True,True,4.0,4.0,same,False,True,False,github_training
09629e4f,4,1,1,11,11,121,11,11,121,7,6,False,True,45.0,5.0,same,False,False,False,github_training
0962bcdd,2,1,1,12,12,144,12,12,144,7,7,False,False,10.0,26.0,same,False,True,False,github_training
09c534e7,3,1,1,30,30,900,30,30,900,7,7,False,False,5.5,16.75,same,True,False,True,github_training
0a1d4ef5,3,1,1,30,30,900,4,3,12,10,8,False,True,198.0,8.75,smaller,True,False,True,github_training
0a2355a6,4,1,1,15,17,255,15,17,255,2,5,True,True,3.8,3.8,same,True,False,False,github_training
0a938d79,4,1,1,24,27,297,24,27,297,6,6,False,False,2.0,7.0,same,True,False,True,github_training
0b148d64,3,1,1,21,21,441,10,10,100,6,5,False,True,16.5,4.0,smaller,True,False,True,github_training
0b17323b,2,1,1,15,15,225,15,15,225,2,3,True,False,3.0,5.333,same,False,True,False,github_training
0bb8deee,3,1,1,16,13,195,6,6,36,8,8,False,False,10.0,9.0,smaller,False,False,False,github_training
0becf7df,3,1,1,10,10,100,10,10,100,9,9,False,False,9.5,9.5,same,False,False,False,github_training
0c786b71,3,1,1,3,4,12,6,8,48,8,8,False,False,6.75,16.25,larger,False,False,False,github_training
0c9aba6e,4,1,1,13,4,52,6,4,24,4,2,True,True,9.6,3.6,smaller,False,False,False,github_training
0ca9ddb6,3,1,1,9,9,81,9,9,81,5,7,True,False,3.75,14.75,same,False,False,False,github_training
0d3d703e,4,1,1,3,3,9,3,3,9,8,8,False,False,3.0,3.0,same,False,False,False,github_training
0d87d2a6,3,1,1,23,25,575,23,25,575,3,3,False,False,10.75,4.25,same,True,False,True,github_training
0e206a2e,3,1,1,24,19,456,24,19,456,7,7,False,False,14.75,10.25,same,True,False,True,github_training
0e671a1a,4,1,1,13,13,169,13,13,169,4,5,True,False,3.0,4.4,same,False,False,False,github_training
0f63c0b9,4,1,1,15,15,225,15,15,225,8,8,False,False,3.4,3.4,same,False,False,False,github_training
